date,user,is_retweet,is_quote,text,quoted_text
2020-03-10 11:46:29,60Sparkle,True,False,RT @JordanChariton: SCANDALOUS journalists are ignoring @JoeBiden:
 
1) Being limited to 7-15 minute speeches
2) Having INVITE ONLY public…,
2020-03-10 11:46:29,labor_new,False,False,@DavidAgStone @JoeBiden I'm good defense, he thought they were Jill.,
2020-03-10 11:46:29,ElectionFrenzy,True,False,RT @GaryGrumbach: On the day her boyfriend endorses @JoeBiden, @rosariodawson announces she's voted for @BernieSanders in Instagram post. h…,
2020-03-10 11:46:29,Hondo112,False,False,@JoeBiden Here we go with the same bullshit from 2016. You tired old fool.,
2020-03-10 11:46:29,MychelleC0825,True,False,RT @t_hat1981: .@JoeBiden, today in Kansas City: "Tell her to be quiet for a second! This is not a Trump rally, okay?"

Tiana, who has canc…,
2020-03-10 11:46:29,kaleidoscopends,False,True,#BernieSurge #JoeBiden #DemocraticPrimary #Primaries2020 #Bernie2020
🤬,BREAKING: Joe Biden admits he knew in 2003 that there were no WMDs in Iraq but voted for the war anyway
2020-03-10 11:46:29,DC4Hope,False,False,@votekamala Love it so much!!! 💙💙🇺🇸🇺🇸🇺🇸🥁🥁🥁💃💃 #Biden2020,
2020-03-10 11:46:29,Ubertrend,False,False,#JoeBiden revealed that Obama offered financial assistance when Biden planned to sell his house to support son Beau, who died of brain cancer in May. #JoeMentum #COVID2019 Hey Joe, you could have kept your house with #M4All  #Bernie2020,
2020-03-10 11:46:29,Juzwik,True,False,RT @TulsiGabbard: .@JoeBiden @BernieSanders I’m sure you would agree that our Democratic nominee should be a person who will stand up for w…,
2020-03-10 11:46:29,tellthetruth69,False,False,@essenviews A stimulus package must address the healthcare needs of American affected by COVID19. Without this it will fail. @JoeBiden @BernieSanders let’s push to get this done.  @POTUS stimulus package is only addressing trumps personal interests and finances.,
2020-03-10 11:46:29,Lavender830,False,False,@KaivanShroff @lisastark351 @JoeBiden All they do is lie another version of trump supporters doing Russia’s work,
2020-03-10 11:46:29,panasalce,True,False,RT @RobertPetrocel2: @BilldeBlasio @JoeBiden @Robt_Gibbs @MSNBC @BernieSanders You support this guy?  Is it true he's promising Pornhub Pre…,
2020-03-10 11:46:29,lanahenrich,True,False,RT @ZPA532: @TeamJoe @JoeBiden #BernieSurge, say no to #StatusQuoJoe https://t.co/YBB5Wzzhy9,
2020-03-10 11:46:29,zazzybritches,False,False,@MontyBoa99 @brooklynnygirl @JoeBiden You're not a Dem so how can you exit?,
